,img,hash
0,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_102.jpg,-6543c2adc8e4bce31eb079c304a04611
1,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_314.jpg,-53182c286aad2c8b116802c3bc101ec1
2,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_300.jpg,3eaa2a266aeb26367596c825780bc3c0
3,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_328.jpg,-4597278ad99818a2-4910e724cfb2f0fe
4,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_367.jpg,-104c6d6d4d6b6b6b080001022668841d
5,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_373.jpg,-65a5ada54dada923-6404fbb6558cb9ff
6,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_4.jpg,5c54545c5c341f1e00020080c2a503b4
7,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_165.jpg,25714b8fbadacaeb2d45431c25f25082
8,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_171.jpg,-26184d554cac8d26-ef0edf75dee8e64
9,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_159.jpg,-5a1197121ab93a95-879ad361ecd7af8
10,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_213.jpg,18911830d26a895a78875a21b0c0007f
11,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_207.jpg,-233f6e1a9a922326594812831c0301b0
12,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_90.jpg,-24243430793b2b2c1f1242420c0e4804
13,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_84.jpg,59596becb451545a-576ea5f35f5c0aa2
14,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_53.jpg,-1919292d3b4b7b7a0cac079ac867f114
15,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_47.jpg,-4c4c4a496d6c0c19548a67ac2110b3d8
16,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_46.jpg,559dcdee86ada9aa413e71c0400c012e
17,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_52.jpg,-4a565566676febc8-3b925b14e425ebdf
18,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_85.jpg,-5ca63431071d1ffd-7c800001071f7ff9
19,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_91.jpg,-36b1b4a4acbebcbf0bade0fc3200c26e
20,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_206.jpg,3eaa2a266aeb26367596c825780bc3c0
21,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_212.jpg,-5a1197121ab93a95-879ad361ecd7af8
22,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_158.jpg,73567de1cb6c543e630679a78be85504
23,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_170.jpg,73db5ada36254a86670100d2fca57a0c
24,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_164.jpg,-1685c7c4cfad1d3d-103da745d38efc8d
25,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_5.jpg,-796c446666c7c760000000020810100
26,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_372.jpg,-6eef2f2c6fad650b04f7d407b1401207
27,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_366.jpg,0b8f9797a2ad8dce1b780d94063301c0
28,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_370.jpg,5393b392f272f337540967b304628000
29,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_364.jpg,3ffdecfd6b5b69ed3aa75ca520165af9
30,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_358.jpg,-7b33a62e5ed9e162248c0800c1e60014
31,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_7.jpg,2939396c5e4f6e37-650efdffdf3e309e
32,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_172.jpg,51d1535372707272749935c7a4fd7c60
33,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_166.jpg,430b22a0795bc38e-1000e0fb7f8ff8c3
34,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_199.jpg,-51955416973695a6-729bc1f09f7a00a8
35,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_204.jpg,-26478bd5ebae5c2d-374cbff7dfaa1749
36,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_210.jpg,-25b363f6a63abb32-6db85bc6c45ca268
37,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_87.jpg,-1c56177a571b7b2c-1fe0760ffb8fc00
38,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_238.jpg,662a622225b594a5-3ff734bd91872069
39,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_93.jpg,21b1931b939d5dd328e5c06022a27113
40,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_78.jpg,-189a8d0a282a02c4-4123f51fa8f832d0
41,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_44.jpg,79c252494b7332d60120169d4bc8231e
42,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_50.jpg,-52d587471545a6ee0d6e676488024921
43,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_51.jpg,-18010951062604d00fc3de8c7c4182b
44,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_45.jpg,-3a666a5257cbd5a50c3bd06cc91529c7
45,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_79.jpg,6c5c8958920a555500008819f3027007
46,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_92.jpg,-44a4c00c8c88898c-de7c03640e01d1b
47,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_239.jpg,-6d4b4b8b9bd9db3b1ad03417c19637cc
48,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/stem_rust/SR_86.jpg,-3b398c8cd0d91a97-7ef3de3d06c1f0d5
