,img,hash
0,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1008.jpg,-33323b3606766dad00000000c0098876
1,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_878.jpg,5cd4d591191832b2-5071b28fec6cc82
2,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1752.jpg,-4b1b0e2e2c656d2e-7f7ffffefa7fd7ce
3,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1034.jpg,-5e4e2f2aab9565ac0000001001400040
4,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_688.jpg,726aabb72b515d5d0000888022028030
5,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_850.jpg,-7f1e8aeaacacaca60080c00019079403
6,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_844.jpg,-53e15268a164662f011000004c1a18ff
7,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1020.jpg,-5a38981a8d964a5c20100aff006b00ff
8,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1746.jpg,0f494924a22229ab-3ffffff7f3bde7f
9,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_111.jpg,-7f0e8aeaacacaca60080c00019079403
10,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_677.jpg,-75b5a53a96a6a4d900c25a8424f8db26
11,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_663.jpg,4c92f21a4aa5acb609b8c71002450084
12,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_105.jpg,-31393e6e65355556-00193fefffffdf8
13,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1791.jpg,5254b650ababcc5e-dbecb3ef3ddff7f
14,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_893.jpg,05c3c2e0d5d6a6860000000200106024
15,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_887.jpg,3c6f68cc62a4a855000060105a648a05
16,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_139.jpg,-f0f1b1f233b1d9200428100301803f0
17,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1785.jpg,4c5975c849689a1900d0f704036080ad
18,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1578.jpg,-5c6e24242424b0ad2e23bcf403b2f840
19,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_94.jpg,2e3e4cc4f79ef3c70f32781f01f8c04e
20,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1236.jpg,-3493992a2b1a9767-312681788d72bf05
21,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1550.jpg,-0006bbfb55b4d4e-0ffff18adfe837e
22,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1544.jpg,0f494924a22229ab-3ffffff7f3bde7f
23,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1222.jpg,-7ff56d65d5bdac75000000902062408e
24,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_80.jpg,45e7ece4c78180c25f7fb868c4821581
25,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_475.jpg,-7f7dd9ef2831717a-63ef3fcfefecfe1
26,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_313.jpg,6e5c3aba1935a9ec2e4c7b805915fb3f
27,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_307.jpg,-333333332b23229b-7f7f97e33eef7fa4
28,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_461.jpg,33d61ee1e9f3c64f008730040923e4ce
29,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_449.jpg,-7b6b33b113030639-5ac000e5f3fe0ee1
30,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_57.jpg,-b2b8b6d6e6de6e8-0600217f8f94c01
31,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1593.jpg,20200079734b1317-000f0ffff7f5701
32,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1587.jpg,6e5c3aba1935a9ec2e4c7b805915fb3f
33,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_43.jpg,1d0d1e7860c08088337fbef9e4c18100
34,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1418.jpg,-172e1fbfe757da3e0013000000f00100
35,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1342.jpg,-2e26d2921a46552300927f7e004502ff
36,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1424.jpg,0000c1c0c2f4e8e4000101010307f800
37,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_298.jpg,0455d5d5565634230000f1d7be5a10d9
38,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1430.jpg,60607133f4b8d8d0-2103080b80fe600
39,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1356.jpg,-94b4b4f06ab23b8-21ffffff7fff7fed
40,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_501.jpg,7a6ad0582a282538002884110060047c
41,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_267.jpg,-707074703973608-0ff0c0000000000
42,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_273.jpg,-290c1e8eed2e4cab-6fe9701689f05dec
43,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_515.jpg,5b6151f2d6276bb5730c33cb9014ca0c
44,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1381.jpg,-fcfc8eaaaeaae0f-18be57c922fc0000
