,img,hash
0,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_961.jpg,60e8f0dce87848da650a000088000000
1,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1105.jpg,-3773ceea66c586270100001f10b8004a
2,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1663.jpg,-5e616c5f574565e30020bf7f48808200
3,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1677.jpg,-44a5a6a20223251400020250312d5000
4,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1111.jpg,4456094091a345cc00ff3f4100af0000
5,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_975.jpg,-3a32557556121a534655bc101209c451
6,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_222.jpg,-2bfbbb7bebefcfca-7dbbb7de3ffefe0
7,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_544.jpg,-280305e9b25a2a5700c5e00400200020
8,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_550.jpg,1595173637b3b6a649914b1454cbf260
9,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_236.jpg,-2d3d8a67e90c9d26-e71fb0ec16f1a01
10,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_578.jpg,-42525b9ab85a517a0078b4c14a716804
11,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_587.jpg,-000800010900091009800001000000c
12,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_593.jpg,1591b26aa4e96574-2ce68bdcbec739c
13,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1449.jpg,60607133f4b8d8d0-2103080b80fe600
14,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1461.jpg,-2b296968a53b4bdc000010800208c018
15,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1307.jpg,-22572923232f2dcd0468000000818102
16,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1313.jpg,-78b1307070323140257468900060000
17,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1475.jpg,-7ff56d65d5bdbc75000000902062408e
18,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_356.jpg,-f28ec090992532a-03fc0ffefbdfe64
19,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_2.jpg,48d942e2e1f84ad6-1502fc01f03eb5e4
