,img,hash
0,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1091.jpg,-27065656265557b27cf7012151000000
1,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1278.jpg,-3a3a3a303b7b7b7c-473808013f3f7f00
2,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_710.jpg,-5bb512e589b974fe-5b8d72e7dc330601
3,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_704.jpg,7e6e6860a232120010000840c3e0fc70
4,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1244.jpg,73736343c3c3c3c3-e069dfe0dfdf4fd
5,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1522.jpg,34346c5c9898989a52e7ee6c10c06471
6,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1536.jpg,5bb265cb9aaa123a-254d9abe6d563a86
7,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_738.jpg,-36ce4e4d1c1f9f9f084c1d3402a1f0fd
8,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1250.jpg,-680c5a56ea60b0900ecff4a061118c5
9,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1287.jpg,-732b6eeab6267638-55e36fdbe08a8780
10,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_937.jpg,7471e964eaebb1f9-239d44807f77c8c0
11,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_923.jpg,-3533113531393334-30261e34f799f800
12,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1293.jpg,652d2bcbcecd51d944e170239c0c02c9
13,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_102.jpg,573e7c78f8e0cc54-2041e1831d7cfe07
14,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_664.jpg,-7513b3f7454b4e483ba6dd592b94f7e7
15,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_670.jpg,2a2a23434a481c30-7fff5ff9ff70f060
16,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1318.jpg,-1c9c5c8d65a5a374-6cf270986d7dbb75
17,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_116.jpg,6838f97b9bb37172-30c6d21f6665c8af
18,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1330.jpg,3452748a81264248245be4be1be70608
19,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_880.jpg,285cdcf89cead311-5be0000ff5f37ec
20,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_658.jpg,-1c4d553a1bdbaea6-3b0dc5e12313baa9
21,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1456.jpg,3c6460e2d21211b2-44828ef03dffaecb
22,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1442.jpg,-710773a70ed81ba83ee10cf8c136e60c
23,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_894.jpg,4949d5ccccc4ecc5-7d44c0295ef7773
24,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1324.jpg,-331252d9b99bdbd3-69e7164dfdbabf94
