,img,hash
0,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1524.jpg,-77e55357363232320000002002408180
1,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_398.jpg,-454cc7ae4cd9c78f-6708d62f7c40ffe1
2,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1242.jpg,-21c4e8c680d388b5-63dfeb9c2cffcc00
3,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1256.jpg,2a6dc9ac6dd6d6d23660130e69a01ec4
4,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1530.jpg,5c4d6d6745d6230f009179684f9560c9
5,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_367.jpg,102a191f0e175507104001510a3e7b1f
6,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_401.jpg,-2f8f0f47ab353335006804a215303c04
7,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_415.jpg,-4b9383a3a5a72b4330820e300a4ad4b4
8,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_373.jpg,-24666692939bb3f40000120238e0021d
9,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1281.jpg,00602eaeeae8e8ec0000000000100000
10,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_23.jpg,-63e2e6e6e6666261-602031b0b7b6c0e5
11,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_429.jpg,09a9aa00294205727c00ffff00001f70
12,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_37.jpg,62c8a9a1c0d2f21a-112d660832f70886
13,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1295.jpg,-645468d2b73633727eff962c046bd181
14,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1478.jpg,000323333b4909590000000020000000
15,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1450.jpg,-42525b9ab85a517a0078b4c14a716804
16,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1336.jpg,-2e6637a36a4a5e6b040000580010422b
17,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1322.jpg,7b3236b6b4b4bcaa090b4ba25415f598
18,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1444.jpg,102a191f0e175507104001510a3e7b1f
19,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_213.jpg,6dd2cc5a19ca8449-2fffbf7d0000000
20,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_575.jpg,1191c9cdadcb53ca-189edfff6f80000
21,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_561.jpg,28391653abb33232-43beffaffff60001
22,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_207.jpg,-2c2d2da5b6b4a3ab21808200254a68f3
23,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1493.jpg,-2c2d2da5b6b4a3ab21808200254a68f3
24,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_549.jpg,-450b0d8fad256555-0025dfeb8bdff80
25,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1487.jpg,02a968ae647c3d9d00be013a04e07f98
26,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1108.jpg,-2e26d2921a46552300927f7e004502ff
27,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_978.jpg,3e5cb8584c8022502840a9f27890fff7
28,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1134.jpg,-75b5a53a96a6a4d900c25a8424f8db26
29,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_950.jpg,7b9f9ecf4f470787-803410743808319
30,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_788.jpg,-3f3f3d7733931b571b078601820b5eb9
31,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1652.jpg,-454cc7ae4cd9c78f-6708d62f7c40ffe1
32,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/healthy/HW_1646.jpg,54b1f9a85a5acbcd5ca4d7a9005042ac
